error: Oct-11-2022 22:46:42: 	404 ||  Not Found - URL: / -  Method: GET
info: Oct-19-2022 22:53:30: 	Method: GET - URL: /actor - Successfully
error: Oct-19-2022 23:03:38: 	404 ||  Not Found - URL: /login/refreshToken -  Method: GET
error: Oct-19-2022 23:03:44: 	404 ||  Not Found - URL: /login/refreshToken -  Method: GET
error: Oct-19-2022 23:03:55: 	404 ||  Not Found - URL: /login/refreshToken -  Method: GET
error: Oct-19-2022 23:04:08: 	404 ||  Not Found - URL: /login/refreshToken -  Method: GET
error: Oct-19-2022 23:04:20: 	404 ||  Not Found - URL: /login/refreshToken -  Method: GET
info: Oct-19-2022 23:08:22: 	Method: GET - URL: /actor - Successfully
error: Dec-21-2022 20:29:54: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getFindByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:30:26: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getFindByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:30:30: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getFindByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:30:38: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getFindByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:31:22: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getFindByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:31:32: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:31:43: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:31:58: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:34:51: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:37:28: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:45:52: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:47:45: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: GET
error: Dec-21-2022 20:48:11: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: [object Object]
error: Dec-21-2022 20:51:18: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber?accountNumber=0969060690 -  Method: [object Object]
error: Dec-21-2022 20:55:20: 	404 ||  Not Found - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 -  Method: [object Object]
info: Dec-21-2022 21:02:27: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:03:18: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:03:33: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
error: Dec-21-2022 21:06:45: 	404 ||  Not Found - URL: /danhSachNguoiNhan/Update/2 -  Method: [object Object]
info: Dec-21-2022 21:07:05: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:11:28: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:12:25: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:16:11: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
error: Dec-21-2022 21:16:15: 	500 - Internal Server Error - insert into `danhSachNguoiNhan` (`create_at`, `loaiGiaoDich`, `maTaiKhoanNguoiChuyen`, `maTaiKhoanNguoiNhan`) values ('2022-12-05 15:57:20.000', 'LGD002', '0969060690', '0969060694') - Field 'maNganHang' doesn't have a default value - URL: /danhSachNguoiNhan/ - Method: POST
info: Dec-21-2022 21:18:56: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:19:10: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:20:37: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:20:58: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:21:11: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:24:02: 	Method: PUT - URL: /danhSachNguoiNhan - Successfully
error: Dec-21-2022 21:25:13: 	400 - Internal Server Error - Unexpected token } in JSON at position 48 - URL: /danhSachNguoiNhan/ - Method: POST
info: Dec-21-2022 21:25:20: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:26:04: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
info: Dec-21-2022 21:28:16: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
error: Dec-21-2022 21:28:19: 	500 - Internal Server Error - insert into `danhSachNguoiNhan` (`create_at`, `loaiGiaoDich`, `maTaiKhoanNguoiChuyen`, `maTaiKhoanNguoiNhan`) values ('2022-12-05 15:57:20.000', 'LGD002', '0969060690', '0969060694') - Field 'maNganHang' doesn't have a default value - URL: /danhSachNguoiNhan/ - Method: POST
info: Dec-21-2022 21:29:02: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
error: Dec-21-2022 21:29:24: 	404 ||  Not Found - URL: /danhSachNguoiNhan/deleteByID/ -  Method: [object Object]
info: Dec-21-2022 21:52:47: 	Method: POST - URL: /lichSuGiaoDich - Successfully
error: Dec-21-2022 22:36:42: 	500 - Internal Server Error - Cannot read properties of undefined (reading 'forEach') - URL: /lichSuGiaoDich/getByAccountNumber/09690606904 - Method: GET
error: Dec-21-2022 22:37:34: 	500 - Internal Server Error - Cannot read properties of undefined (reading 'forEach') - URL: /lichSuGiaoDich/getByAccountNumber/09690606904 - Method: GET
error: Dec-21-2022 22:38:02: 	500 - Internal Server Error - print is not defined - URL: /lichSuGiaoDich/getByAccountNumber/09690606904 - Method: GET
error: Dec-21-2022 22:39:48: 	500 - Internal Server Error - print is not defined - URL: /lichSuGiaoDich/getByAccountNumber/09690606904 - Method: GET
error: Dec-21-2022 22:43:20: 	500 - Internal Server Error - print is not defined - URL: /lichSuGiaoDich/getByAccountNumber/09690606904 - Method: GET
error: Dec-21-2022 22:53:35: 	500 - Internal Server Error - json is not defined - URL: /lichSuGiaoDich/getByAccountNumber/09690606904 - Method: GET
info: Dec-26-2022 22:58:23: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
error: Dec-27-2022 21:07:29: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /taiKhoan/getMoney/2 - Method: GET
error: Dec-27-2022 21:07:29: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /lichSuGiaoDich/getByAccountNumber/0969060690 - Method: GET
error: Dec-27-2022 21:07:29: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-27-2022 21:07:40: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /taiKhoan/getMoney/2 - Method: GET
error: Dec-27-2022 21:07:40: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /lichSuGiaoDich/getByAccountNumber/0969060690 - Method: GET
error: Dec-27-2022 21:07:40: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-27-2022 21:07:52: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /taiKhoan/getMoney/2 - Method: GET
error: Dec-27-2022 21:07:52: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /lichSuGiaoDich/getByAccountNumber/0969060690 - Method: GET
error: Dec-27-2022 21:07:52: 	500 - Internal Server Error - connect ETIMEDOUT - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
info: Dec-27-2022 21:09:45: 	Method: POST - URL: /dangNhap - Successfully
info: Dec-27-2022 21:22:56: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
info: Dec-27-2022 21:35:18: 	Method: POST - URL: /dangNhap - Successfully
info: Dec-28-2022 13:38:15: 	Method: POST - URL: /dangNhap - Successfully
info: Dec-28-2022 13:54:53: 	Method: POST - URL: /danhSachNguoiNhan - Successfully
error: Dec-28-2022 14:37:20: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:37:21: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:37:23: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:37:27: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:40:33: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:40:34: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:40:36: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:40:40: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:42:17: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:42:18: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:42:20: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:42:24: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:46:39: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:46:40: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:46:42: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:46:46: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:50:10: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 14:53:08: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 15:00:03: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 15:00:04: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 15:00:06: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 15:00:13: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
error: Dec-28-2022 15:00:27: 	500 - Internal Server Error - select `DSNN`.*, `TKNhan`.`hoTen` as `hoTenNguoiNhan`, `NH`.`tenNganHang` as `tenNganHang` from `danhSachNguoiNhan` as `DSNN` inner join `taiKhoan` as `TKNhan` on `DSNN`.`maTaiKhoanNguoiNhan` = `TKNhan`.`maTaiKhoan` inner join `nganHangDoiTac` as `NH` on `DSNN`.`maNganHang` = `NH`.`maNganHang` where `maTaiKhoanNguoiChuyen` = '0969060690' order by `id` asc - Unknown column 'DSNN.maNganHang' in 'on clause' - URL: /danhSachNguoiNhan/getByAccountNumber/0969060690 - Method: GET
